"","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity","climate","Spawning","RepGuild1","RepGuild2","AddInfos","FeedingType","diel","diel1","diel2","diel_continuous"
"209","Parachaenichthys charcoti","Perciformes","Bathydraconidae","Parachaenichthys",1,"present",NA,185362,NA,"Parachaenichthys_charcoti",NA,104,"saltwater","polar",NA,"nonguarders",NA,NA,NA,NA,NA,NA,NA
"210","Paracheirodon innesi","Characiformes","Characidae","Paracheirodon",1,"present",NA,783059,NA,"Paracheirodon_innesi",NA,43,"freshwater",NA,NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"diurnal","diurnal","diurnal",3
"211","Paranotothenia magellanica","Perciformes","Nototheniidae","Paranotothenia",1,"present",NA,229704,NA,"Paranotothenia_magellanica",NA,94,"saltwater","temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Patagonotothen ramsayi","Perciformes","Nototheniidae","Patagonotothen",1,"present",NA,525441,NA,"Patagonotothen_ramsayi",NA,101,"saltwater","subtropical, temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Perca fluviatilis","Perciformes","Percidae","Perca",2,"present","y",186488,NA,"Perca_fluviatilis",NA,84,"freshwater","temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","During breeding, males arrive at the spawning area ahead of the females. One or two of these males chases a ripe female as soon as it arrives in the area (polyandry) (Ref. 6258). The queue of males maybe longer composed of about 15 to 25 individuals, but only two prod their snouts against the female's belly (Ref. 205). After rounds of curved course through the interlacing branches near the surface (Ref. 205), males fertilize the egg ribbon as the female lays them over weeds or other submerged objects (Ref. 6258).  Eggs grouped in long white ribbons (up to 1 m) are found over submerged objects (Ref. 41678).  Eggs hatch in about 8 to 16 days at normal temperatures (Ref. 6258).
Males mature at 2-3 years and females at 4 years. Spawning, in the Northern hemisphere, happens in spring in waters with temperatures between 7-8°C. Eggs are laid in sticky strings becoming fixed to
aquatic plants and rocks. Incubation lasts about 1- 8 days at 1- 3°. Egg size 2.0-2.5mm, larval length at hatching 5mm.",NA,"crepuscular/diurnal","diurnal","crepuscular",5
"214","Phenacogrammus interruptus","Characiformes","Alestidae","Phenacogrammus",1,"present","y",259776,NA,"Phenacogrammus_interruptus",NA,1,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","In tank, after vigorous driving by the male, the female lays up to 300 eggs, sometimes more, which sink to the bottom. Eggs hatch after about 6 days (Ref. 7020).",NA,NA,NA,NA,NA
"215","Plecoglossus altivelis","Osmeriformes","Plecoglossidae","Plecoglossus",2,"present","y",486933,NA,"Plecoglossus_altivelis",NA,59,"freshwater","subtropical","once in a lifetime","nonguarders","open water/substratum egg scatterers","During spawning some fish go up the river and some fish spawn on the river shoreline above pebbles. Spawns at night and excavates a 10cm (diameter or depth?) pit. Eggs are around 1 mm in size and adhere to the sand or pebbles for 14 to 20 days before hatching. This fish is semelparous and releases eggs many times over a short period each time releasing ~10,000 eggs. Sometimes females that want to spawn but cannot, save their strength, and go to a deep stagnant pool. These females wait until spring before going up the river with young fish. After hatching, the larvae are 6 mm and flow with the water current eating plankton. Juvenile fish will come again to the river in spring. These live in schools. When schools of <i>Plecoglossus altivelis</i> return to their river they guard their territory and eat food (Ref. 12218).
Reproductive mode varies between semelparity and iteroparity. Large females spawn once, while smaller females spawn twice during a two-week interval (Ref. 76896).",NA,"diurnal","diurnal","diurnal",5
"216","Pseudaphritis urvillii","Perciformes","Pseudaphritidae","Pseudaphritis",1,"present","y",292713,NA,"Pseudaphritis_urvillii",NA,42,"freshwater",NA,NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-2
"217","Pseudogobio esocinus","Cypriniformes","Cyprinidae","Pseudogobio",1,"present",NA,424407,NA,"Pseudogobio_esocinus",NA,60,"freshwater","subtropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",2
"218","Pseudopimelodus mangurus","Siluriformes","Pseudopimelodidae","Pseudopimelodus",3,"present",NA,61478,NA,"Pseudopimelodus_mangurus",NA,45,"freshwater","tropical",NA,NA,NA,NA,NA,"crepuscular/nocturnal","nocturnal","crepuscular",-4
"219","Pseudorasbora parva","Cypriniformes","Cyprinidae","Pseudorasbora",1,"present","y",205442,NA,"Pseudorasbora_parva",NA,72,"freshwater","subtropical","one clear seasonal peak per year","nonguarders","brood hiders","Nests under stones and the male cleans the cavity with its pearl organs. Eggs adhere to the ceiling of the cavity. The male leaves the nest before the eggs hatch.  Females spawn 3-4 times during a season (Ref. 59043).",NA,"unclear/nocturnal","nocturnal","unclear",-5
"220","Pungtungia herzi","Cypriniformes","Cyprinidae","Pungtungia",1,"present",NA,523420,NA,"Pungtungia_herzi",NA,60,"freshwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Pygocentrus piraya","Characiformes","Serrasalmidae","Pygocentrus",1,"present",NA,900299,NA,"Pygocentrus_piraya",NA,31,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Pygocentrus nattereri","Characiformes","Serrasalmidae","Pygocentrus",2,"present","y",649803,NA,"Pygocentrus_nattereri",NA,30,"freshwater","tropical","one clear seasonal peak per year","guarders","nesters","Males and females appear externally alike (Refs. 2279 & 9245). In '<i>Serrasalmus</i> sp. aff. <i>nattereri<i/>', reported to occur in the Orinoco basin (Venezuela, Guyana), the males have more 'bull-like' heads, but are more slender than females (Ref. 1672). Eggs are laid on tree roots trailing in the water and are guarded; the reproductive success may vary strongly from year to year depending on how the savanna was flooded (Ref. 9078). The eggs are large, adhere to plants and are not attacked by the parents. They hatch in 9 to10 days (Ref. 7020).",NA,"diurnal","diurnal","diurnal",2
"223","Racovitzia glacialis","Perciformes","Bathydraconidae","Racovitzia",1,"present",NA,217712,NA,"Racovitzia_glacialis",NA,103,"saltwater","polar",NA,"nonguarders",NA,NA,NA,NA,NA,NA,NA
"224","Rhinogobius brunneus","Gobiiformes","Gobiidae","Rhinogobius",1,"present",NA,238894,NA,"Rhinogobius_brunneus",NA,70,"freshwater","subtropical",NA,"guarders","nesters",NA,NA,"diurnal","diurnal","diurnal",2
"225","Salangichthys microdon","Osmeriformes","Salangidae","Salangichthys",1,"present",NA,348842,NA,"Salangichthys_microdon",NA,98,"saltwater","temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Salmo salar","Salmoniformes","Salmonidae","Salmo",3,"present","y",688328,NA,"Salmo_salar",NA,90,"freshwater","temperate","variable throughout range","nonguarders","brood hiders","At the onset of sexual maturity this species is known to return from the ocean to the river where it was born, and even to its specific natal site (Refs. 7471, 51442). Lacustrine populations move to tributaries (Ref. 59043). Spawning migration into freshwater lasts from June to November. Spawns at 6-10°C (Ref. 89464) in gravel river areas far upstream with moderate to fast-flowing, well-oxygenated waters and a succession of riffles and pools (Refs. 6390, 59043). The female selects a site where the gravel is of the right size and of sufficient depth (0.1 to 0.3 m) (Refs. 7471, 51442) and water depth is around 0.5-3 m (Ref. 35387). The female digs a depression (""redd"") by turning on her side and flexing her body up and down, without touching the stones (Ref. 36794). This species spawns in pairs. The male guards and defends the female against other males (Ref. 59043). A female releases between 8,000-25,000 eggs during a spawning season (Ref. 7471, 88187); 500 to 2000 per kg (Ref. 51442). Fertilized eggs sink into the redd and are covered with a layer of gravel (0.1-0.3 m) usually by the male (Refs. 7471, 59043). Females are also observed to cover the eggs. Individual spawning is completed in 2-3 days (Ref. 7471) after a female digging several redds and spawning with several males. Period of spawning lasts for 1-2 weeks. Most males die after spawning, while 10-40% of females may survive and return to the sea in autumn or overwinter in rivers, feed one summer, and migrate again. They may spawn in the year following the first reproduction or may remain at sea for 18 months before returning once more to the river. Of the returning females, about 0.3-6 % spawn a second time and very few spawn a third or fourth time. In short rivers with presumably less exhaustive upstream migration, up to 34% of returning individuals spawn a second time; some individuals may spawn for up to six seasons (Ref. 59043). Eggs hatch in spring, usually after 70-160 days (Ref. 59043). Upon hatching, alevins (i.e. newly-hatched young up to 1 month) are negatively phototactic and move deeper into the gravel (Refs. 58137, 59043). As their yolk sac is absorbed, the fry emerge from the bottom and move to shallow riffles just downstream of their redd (Ref. 59043). Mortality of young individuals during the first months may range from 14-61 % (Ref. 89465). Parr (i.e. juveniles) may remain in freshwater environments for 1-7 years (depending on temperature and feeding conditions) but most stay for 2-3 years. Parr undergo morphological and physiological changes called smoltification which prepares them for life in the sea. At the southern end of their range, many reach a length of 12-15 cm, transform into smolts and are ready for migration in spring of the first year after hatching (Refs. 7471, 51442). At the northern end of the range they may take 5-6 years to reach smolt stage (Ref. 36794). Smolts move towards estuaries, the continental shelf and eventually the open ocean (Ref. 89462). The Atlantic salmon matures between 3-7 years (Ref. 41851). After 1-4 years at sea, it migrates back to the upper reaches of its natal river to spawn (Refs. 59043, 89461). It has an acute sense of smell and it is suggested that it imprints a sequence of odours while inhabiting rivers and during its smolt run. It presumably reverses this sequence to return to its natal site (Ref. 89461). Several studies have shown that smolt runs are strongly correlated to increasing water temperature and water flow during spring (Ref. 89461).
There is little evidence of natural spawning by land-locked populations of Atlantic salmon in Australia, and populations are maintained by stocking (Ref. 6390, 26519).",NA,"diurnal","diurnal","diurnal",4
"227","Sarcocheilichthys variegatus","Cypriniformes","Cyprinidae","Sarcocheilichthys",1,"present",NA,333930,NA,"Sarcocheilichthys_variegatus",NA,58,"freshwater","subtropical",NA,"nonguarders","brood hiders","Deposits eggs in the mantle cavity or in the incurrent siphon of mussels.",NA,NA,NA,NA,NA
"228","Sardinella zunasi","Clupeiformes","Clupeidae","Sardinella",1,"present",NA,39728,NA,"Sardinella_zunasi",NA,52,"saltwater","subtropical",NA,"nonguarders",NA,NA,NA,NA,NA,NA,NA
"229","Sardinops melanostictus","Clupeiformes","Clupeidae","Sardinops",1,"present",NA,318896,NA,"Sardinops_melanostictus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Satanoperca acuticeps","Cichliformes","Cichlidae","Satanoperca",1,"present",NA,784676,NA,"Satanoperca_acuticeps",NA,26,"freshwater",NA,NA,"guarders","clutch tenders","Deposit eggs in troughs, covered with a little sand. Female tends the clutch, male defends the territory. This corrects previous information from Ref. 2060.",NA,NA,NA,NA,NA
"231","Ischikauia steenackeri","Cypriniformes","Cyprinidae","Ischikauia",1,"present",NA,84197,NA,"Ischikauia_steenackeri",NA,60,"freshwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Steindachnerina brevipinna","Characiformes","Curimatidae","Steindachnerina",1,"present",NA,3624501,NA,"Steindachnerina_brevipinna",NA,44,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Synodontis nigriventris","Siluriformes","Mochokidae","Synodontis",1,"present",NA,315243,NA,"Synodontis_nigriventris",NA,2,"freshwater","tropical",NA,"guarders","clutch tenders","The parents tend their clutch more than they guard it.",NA,"nocturnal","nocturnal","nocturnal",-5
"234","Takifugu alboplumbeus","Tetraodontiformes","Tetraodontidae","Takifugu",1,"present",NA,465414,NA,"Takifugu_alboplumbeus",NA,60,"saltwater","tropical",NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-2
"235","Tridentiger obscurus","Gobiiformes","Gobiidae","Tridentiger",1,"present",NA,98404,NA,"Tridentiger_obscurus",NA,76,"saltwater","subtropical, tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Vinciguerria nimbaria","Stomiiformes","Phosichthyidae","Vinciguerria",1,"present",NA,652358,NA,"Vinciguerria_nimbaria",NA,53,"saltwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"diurnal","diurnal","diurnal",3
"237","Vomeridens infuscipinnis","Perciformes","Bathydraconidae","Vomeridens",1,"present","y",280419,NA,"Vomeridens_infuscipinnis",NA,103,"saltwater","polar, subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Zacco platypus","Cypriniformes","Cyprinidae","Zacco",1,"present","y",652452,NA,"Zacco_platypus",NA,50,"freshwater","subtropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",2
"239","Nipponocypris temminckii","Cypriniformes","Cyprinidae","Nipponocypris",1,"present",NA,361232,NA,"Nipponocypris_temminckii",NA,59,"freshwater","subtropical","one clear seasonal peak per year","nonguarders","brood hiders","Fish gather in shallow parts of rivers for spawning. A male presses laterally against a female and stirs up the river bed by vibrating his anal fin to bury released eggs. Satellites commonly cannibalize eggs (Ref. 5514).",NA,"diurnal","diurnal","diurnal",3
"240","Acanthogobius flavimanus","Gobiiformes","Gobiidae","Acanthogobius",1.5,"present",NA,705150,NA,"Acanthogobius_flavimanus",NA,56,"saltwater","subtropical, temperate, tropical",NA,"guarders","nesters","Eggs are deposited near the base of the Y-shaped nest (Ref. 51058).",NA,"nocturnal","nocturnal","nocturnal",-3
"241","Acestrorhynchus altus","Characiformes","Acestrorhynchidae","Acestrorhynchus",1.5,"present","y",845247,NA,"Acestrorhynchus_altus",NA,26,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"242","Acipenser ruthenus","Acipenseriformes","Acipenseridae","Acipenser",2.25,"present","y",378930,NA,"Acipenser_ruthenus",NA,93,"freshwater","temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Scatters eggs on gravel.",NA,"diurnal","diurnal","diurnal",3
"243","Bunocephalus coracoideus","Siluriformes","Aspredinidae","Bunocephalus",1.5,"present",NA,693715,NA,"Bunocephalus_coracoideus",NA,26,"freshwater","tropical",NA,NA,NA,"Spawns in up to 30 cm deep water (Ref.1672).",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-4
"244","Catoprion mento","Characiformes","Serrasalmidae","Catoprion",1.5,"present",NA,597343,NA,"Catoprion_mento",NA,21,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"245","Chilodus punctatus","Characiformes","Chilodontidae","Chilodus",1.5,"present",NA,442783,NA,"Chilodus_punctatus",NA,17,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,NA,NA,NA,NA
"246","Synaptura selheimi","Pleuronectiformes","Soleidae","Brachirus",1.5,"present",NA,3640687,NA,"Synaptura_selheimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Glossogobius olivaceus","Gobiiformes","Gobiidae","Glossogobius",1.5,"present",NA,80171,NA,"Glossogobius_olivaceus",NA,41,"freshwater","subtropical",NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-1
"248","Gyrinocheilus aymonieri","Cypriniformes","Gyrinocheilidae","Gyrinocheilus",1.5,"present",NA,341392,NA,"Gyrinocheilus_aymonieri",NA,17,"freshwater","tropical",NA,"nonguarders",NA,NA,NA,NA,NA,NA,NA
"249","Hippocampus coronatus","Syngnathiformes","Syngnathidae","Hippocampus",1.5,"present",NA,503882,NA,"Hippocampus_coronatus",NA,74,"saltwater","temperate",NA,"bearers","external brooders","Male carries the eggs in a brood pouch (Ref. 205).",NA,NA,NA,NA,NA
"250","Macrognathus aculeatus","Synbranchiformes","Mastacembelidae","Macrognathus",2.25,"present",NA,758692,NA,"Macrognathus_aculeatus",NA,51,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","Produces a minimum of 1000 eggs (Ref. 1672).",NA,NA,NA,NA,NA
"251","Malapterurus electricus","Siluriformes","Malapteruridae","Malapterurus",1.5,"present",NA,566351,NA,"Malapterurus_electricus",NA,7,"freshwater","tropical","one clear seasonal peak per year","guarders","clutch tenders","It is assumed that the male tends the clutch. Others report that the male takes the eggs into his mouth. It is also unknown how the fry is immune to the electric shocks by the parents (Ref. 1672).",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-3
"252","Mastacembelus erythrotaenia","Synbranchiformes","Mastacembelidae","Mastacembelus",1.5,"present",NA,633395,NA,"Mastacembelus_erythrotaenia",NA,16,"freshwater","tropical",NA,"nonguarders",NA,NA,NA,"nocturnal","nocturnal","nocturnal",-1
"253","Plotosus lineatus","Siluriformes","Plotosidae","Plotosus",1.5,"present","y",949069,NA,"Plotosus_lineatus",NA,17,"saltwater","tropical",NA,"guarders","nesters","The male in the spawning pair constructs the nest under rocks and other large pieces of debris (Ref. 240). After spawning, the female departs while the male guards the eggs.",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-5
